adTitle,price,description,userId,location,category,date,images,_id
Musician's Gear MGMELP Molded ABS Electric Guitar Case,5400,"Item specifics
Condition:
New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ... Read more
about the condition
Brand:
Musician's Gear
Type:
Not Available
Color:
Black
MPN:
MGMELP
UPC:
656238022088",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dccf3426dc9dafae55
Mitchell MU40C Concert Ukulele Natural,5400,"About this product
Product Identifiers
Brand
Mitchell
MPN
MU40C
UPC
0656238042406
eBay Product ID (ePID)
14026866018
Product Key Features
Instrument
Ukulele",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcf13037a715592968
Roland Expansion Board SRX-01 02 04 06 08 09 10 98 vintage synth card patches,5400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“all are in mint condition and perform perfectly”
Size:
1/2
Model:
SR-JV 80 - 01 02 04 05 06 07
Type:
expansion boards
Brand:
Roland",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcc4e7bd47c8b509ae
PRS SE Zach Myers - Myers Blue - Used,5400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Used”
Brand:
PRS
Type:
Electric Guitar
UPC:
825362073734",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc6476623ce3d0122d
BEAUTIFUL NEW EXOTIC BURL MAPLE TELE STYLE 12 STRING ELECTRIC GUITAR,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Non-Domestic Product:
No
Dexterity:
Right-Handed
Body Type:
Solid
Size:
Full Size
Body Color:
NATURAL
Custom Bundle:
No
Neck Material:
Maple
MPN:
STL01-12 926
Set Includes:
Cable, Gig Bag
Number of Frets:
22
Modified Item:
No
Brand:
Cozart
Series:
Special Edition
Handedness:
Right-Handed
Model Year:
2021
Type:
Electric Guitar
Body Material:
Solid Wood, Ash
String Configuration:
12 String
Fretboard Material:
Maple
Model:
Custom
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc73acdc3d88fc14fb
"38"" Acoustic Guitar Bundle Instrument Design With Guitar Case, Strap Black New",5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Body Color:
Black
String Configuration:
6 String
Model:
GF28741
Country/Region of Manufacture:
China
Type:
Acoustic Guitar
Neck Material:
Maple
MPN:
GF28741
Dexterity:
Left or Right
UPC:
6940015398140
Body Material:
Basswood
Brand:
Polar Aurora
Set Includes:
Gig Bag, Strap
Body Type:
38""Standard",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcb36751bd68ecbc8a
"Ernie Ball 2223 Nickel Super Slinky Guitar Strings - Buy 10, Get 2 Free",5400,"About this product
Product Information
A handy accessory to have in an emergency, these guitar strings from Ernie Ball are suitable for electric guitars. For an easy playing feel that isn't too hard on the fingers, these custom gauge replacement strings are made of nickel to produce a livelier sound with a warm output. Having a spare pack of strings around is always a good idea, and this pack of string weighs just 0.02 pounds so they can carried to and from any musical session.
Product Identifiers
Brand
Ernie Ball
MPN
P02223
GTIN
5060155250458, 4562383934878, 0749699122234, 0749699133230
UPC
0696554501287, 0749699122234, 0749699133230
Model
2223
eBay Product ID (ePID)
710098412
Product Key Features
Suitable For
Electric Guitar
Material
Nickel Plated Steel
Dimensions
Weight
0.37lbs.",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc34b07c6b4387b9f9
G&L Limited Tribute Legacy Solid Body Irish Ale 2019 w/Padded Gig Bag,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Body Color:
Irish Ale
String Configuration:
6 String
Model:
Limited Tribute Legacy
Model Year:
2019
Series:
Tribute Legacy
Type:
Electric Guitar
Fretboard Material:
Brazilian Cherry
Neck Material:
Maple
Handedness:
Right-Handed
Brand:
G&L
Set Includes:
Gig Bag
Body Type:
Solid",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcad72ba1ad5c397bd
Boss Katana-50 MkII KTN-50-2 - B-Stock,5400,"About this product
Product Identifiers
Brand
Boss
MPN
KTN-50-MK2
UPC
0818200513547, 0761294516188
Model
KTN-50-MK2
eBay Product ID (ePID)
4034921656
Product Key Features
Suitable For
Electric Guitar
Amplifier Type
Combo
Number of Speakers
1",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcd8a6192462df4f65
Alesis QS6 QS7 Individual Replacement Keys with Spring,5400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Used keys in very good condition”
Number of Keys:
Each
Instrument:
Electronic Keyboard Keys
MPN:
Does Not Apply
Brand:
Alesis
Action:
Semi-Weighted",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcdff4552e5d271f8c
NEW SILVER SPARKLE ICEMAN STYLE SOLID 6 STRING ELECTRIC GUITAR,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Size:
Full Size
Body Color:
Silver
String Configuration:
6 String
Model:
ICEMAN
Custom Bundle:
No
Model Year:
2021
Series:
Standard
Type:
Electric Guitar
Fretboard Material:
Rosewood
Neck Material:
Maple
MPN:
SST 01 SM AF TB
Non-Domestic Product:
No
Dexterity:
Right-Handed
Modified Item:
No
Handedness:
Right-Handed
Body Material:
Mahogany
Brand:
KING
Set Includes:
Cable, Gig Bag
Body Type:
Solid
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc402539bbb90ab92f
Squier by Fender Avril Lavigne Telecaster Electric Guitar,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Size:
Unknown
Body Color:
Black
String Configuration:
6
Model:
Avril Lavigne Telecaster 2008
Country/Region of Manufacture:
Unknown
Custom Bundle:
Soft Shell Case
Model Year:
2008
Series:
Avril Lavigne Telecaster 2008
Type:
Electric guitar
Fretboard Material:
Rosewood
Number of Frets:
22
Neck Material:
Maple
MPN:
Does Not Apply
Performance Level:
Intermediate
Handedness:
Right-Handed
Body Material:
Basswood
Brand:
Squier by Fender
Set Includes:
Soft Shell Case
Body Type:
Solid
UPC:
Does Not Apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc18ddb0f40c088012
"Gretsch G9500 Jim Dandy 24"" Scale Flat Top Guitar - 2-Color Sunburst - Used",5400,"About this product
Product Identifiers
Brand
Gretsch
MPN
2704000503
GTIN
0885978299386
UPC
0885978299386
Model
G9500
eBay Product ID (ePID)
27017038069
Product Key Features
Handedness
Right-Handed
Model Year
2017
Body Type
Parlor
Series
Roots Collection
Type
Acoustic Guitar
Body Material
Basswood
String Configuration
6 String
Dimensions
Weight
27lbs.
Additional Product Features
Set Includes
No
Country/Region of Manufacture
2704000503",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc6a64d659059ce690
"41"" Full Size Beginner Acoustic Guitar Set with Case Strap Capo Strings Tuner",5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Item Weight:
2.6kg/5.73lb
Product size:
104.5 * 40 * 11cm / 41.14 * 15.75 * 4.33in
Neck part:
6.89*3.15cm, 0.65 inchthick
Storage bag size:
42*16.5*5.12inch, 0.65kg
Strap rope on storage bag:
1.77*27 inch
Fingerboard:
18.5*2.16 (1.77) inch
UPC:
630148198231
Brand:
Best Choice Products
Series:
Classic Design
Type:
Guitar Bundle Set
Body Type:
Children's
Body Material:
Engineered Wood
Performance Level:
Beginner
Body Color:
Brown
String Configuration:
6 String
Model:
SMRTXCH38
Neck Material:
Hardwood
MPN:
SMRTXCH38
Number of Frets:
19",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc7b16c727dc249e5c
2-PACK Guitar Hanger Hook Holder Wall Mount Display Acoustic Electric. GRJ-Q2,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Modified Item:
No
Non-Domestic Product:
No
Country/Region of Manufacture:
China
MPN:
Grak1-Q2
Custom Bundle:
No
Brand:
Top Stage
Suitable For:
Guitar
Model:
Grak1-Q2
Type:
Hanger
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc9549750ba5326f0c
"New ListingBugera V22 Infinium 1x12"" 22-watt All Tube Combo Amp",5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Number of Channels:
2
Number of Speakers:
1
Model:
Bugera V22 Infinium
Product Line:
Infinium
Amplifier Technology:
Vacuum Tube
Power:
22W
Brand:
Bugera
Amplifier Type:
Combo
Suitable For:
Electric Guitar",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc7b8b10f1375c2607
Key Springs For Arp Axxe,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Brand:
Arp
Number of Keys:
37
Instrument:
Electronic Keyboard",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc2c66c9d83cb4215b
Replacement Keys For Ensoniq ESQ-1/Emax II Plastic Case,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Brand:
Ensoniq
Number of Keys:
61
Instrument:
Electronic Keyboard",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcb617324753d15b87
Boss Katana-100 MkII KTN-100-2 - B-Stock,5400,"About this product
Product Identifiers
Brand
Boss
MPN
KTN1002, KTN-100-MK2
UPC
0761294516195
Model
Katana 100 MKII
eBay Product ID (ePID)
9035012546
Product Key Features
Suitable For
Electric Guitar, Performance
Number of Channels
4
Amplifier Type
Combo
Amplifier Technology
Modeling
Number of Speakers
1
Impedance
8 Ohms
Product Line
Katana",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc83eb1e6bb1f9afb0
Mitchell MD150PK Electric Guitar Launch Pack with Amp Black,5400,"About this product
Product Identifiers
Brand
Mitchell
MPN
MD150PKBK
UPC
0656238043229
Model
Mitchell MD150PK
eBay Product ID (ePID)
23025979816
Product Key Features
Body Color
Black
Number of Frets
24
Type
Electric Guitar",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc3f7ba20a99be3cab
M-Audio M-Track Solo 2-Channel USB Audio Interface,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
MPN:
MTRACKSOLOII
UPC:
Does not apply
EAN:
0694318024980
Brand:
M-Audio
Form Factor:
Portable
Type:
USB Audio Interface
Model:
M-Track Solo
Features:
Phantom Power, Software Included",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc7fb4d8fd88e5979a
NEW FLAME MAPLE GLOSS 6 STRING T STYLE MAPLE NECK HUMBUCKER ELECTRIC GUITAR,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Non-Domestic Product:
No
Body Type:
Solid
Body Color:
Brown
Custom Bundle:
No
Items Included:
GIG BAG
Neck Material:
Maple
MPN:
SFB40
Set Includes:
Cable, Gig Bag
Number of Frets:
22
Modified Item:
No
Brand:
Cozart
Series:
Classic
Handedness:
Right-Handed
Model Year:
2021
Type:
Electric Guitar
Body Material:
Maple
String Configuration:
6 String
Fretboard Material:
Maple
Model:
2021
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dca8337e305f47591a
New ListingPhil Jones Bass Session 77 100W 3 Band EQ Portable Practice Bass Guitar Amp,5400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Showroom Display Model.”
MPN:
Does not apply
Brand:
Phil Jones Bass
Amplifier Type:
Bass Guitar Amp
UPC:
718122986200",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dce5de29f1f58fa4db
VIOLINS-BANKRUPTCY- NEW ADULT 4/4 FLAMED SOLID CONCERT VIOLIN/FIDDLE-GERMAN,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Non-Domestic Product:
No
Violin Size:
4/4
Number of Strings:
4
Size:
4/4
Custom Bundle:
No
MPN:
ebony rothb.
Bundle Listing:
No
Modified Item:
No
Brand:
ROTHENBURG Stradivarius
Handedness:
Right Handed
Type:
Acoustic
Model:
concert
Instrument:
Violin
Experience Level:
Beginner to Advanced, Beginner, Advanced
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcab37a5a68f64bc47
2 Replacement Knobs for Roland MC303 MC505 MC909 Groovebox,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Type:
knob
Brand:
Roland",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc40d0ec475708a9fd
Shure SM58S Vocal Microphone with On/Off Switch,5400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Model:
Shure SM58
Features:
On/Off Switch
Brand:
Shure
Form Factor:
Handheld/Stand-Held
Connectivity:
Does not apply
Transducer Type:
Does not apply
Diaphragm Size:
Does not apply
Suitable For:
Does not apply
MPN:
Does not apply
Maximum SPL:
Does not apply
UPC:
885775330473",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcfeeeaf198ca803a1
Alesis QS 7.1 Keyboard Key Return Spring,5400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Brand:
Alesis
Custom Bundle:
No
Model:
qs7.1
Modified Item:
No
Number of Keys:
1
Input/Output Ports:
none
Type:
spring
Country/Region of Manufacture:
Unknown
Analog/Digital:
Digital
MPN:
Does Not Apply
Features:
none
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcac5f624aeeeabd62
Lot of six Korg K32U black keys Poly 61 800 polysix mono/poly dw6000 synthesizer,5400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Lot of six Korg K32U black keys off a dw6000. Comes with springs. Used condition.”
Model:
K32UBL
Type:
Black keys (lot of six)
Brand:
Korg
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc5985cf0211351b77
Silver Creek Classical Guitar Case Black,7400,"Item specifics
Condition:
New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ... Read more
about the condition
Brand:
Silver Creek
Type:
Not Available
Color:
Black
MPN:
SO-069-SC44C
Style 1:
Black
UPC:
889406649569",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc8eea5b2be3859507
Original Power cord for McIntosh MVP881/ MVP891 Universal Blu-Ray DVD Player.,7400,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“used.”
Product Line:
Max
Amplifier Technology:
Solid State
Amplifier Type:
Head
Brand:
provo electronics
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dcb57739c8dc97d52b
Kalimba Thumb Piano 17 Keys Portable Mbira Finger Piano Musical Instruments Gift,7400,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Material:
Wood
Type:
Thumb Pianos
Features:
Portable and versatile
Brand:
Unbranded",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc8d871dc1462238fb
Yamaha FG-Junior JR1 6 String Acoustic Guitar Ser#isi9775-12 Good Used Condition,7400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
String Configuration:
6 String
Model:
JR1
Series:
FG
Type:
Acoustic Guitar
MPN:
Does Not Apply
Brand:
Yamaha
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dce671ad9c6940a791
Vox Tube Pacemaker Amplifier Schematic Diagram Parts value PDF,7400,"Item specifics
Condition:
Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition
Brand:
VOX Pacemaker
Amplifier Type:
Tube
MPN:
Does Not Apply
UPC:
Does not apply",626145af81bf2a3686a4894d,Biratnagar,musicInstruments,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651815328/DEV/1651815323664.jpg,626281dc8d909260451bb5a8
