adTitle,price,description,userId,location,brand,category,date,images,_id
Samsung Galaxy A10e Factory Unlocked SM-A102U 32GB GSM Smartphone FAIR CONDITION,23900,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“This is a used item and is in 100% working order. Item is factory GSM Unlocked for use on carriers such as T-Mobile, AT&T and other GSM Carriers. The Item is in FAIR CONDITION and will have some scratches and scuffs on the housing and screen. Basically if you are looking for a great working phone and not too concerned about the condition this is the phone for you. No charger, sim card, or other accessories are included. Listing is for the device only.”
Model:
Samsung Galaxy A10e
Color:
Gray
Lock Status:
Network Unlocked
MPN:
SM-A102U
Network:
Unlocked
Storage Capacity:
32 GB
Brand:
Samsung",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d662f449b86ff812006
Apple iPhone X 64GB Factory Unlocked Smartphone - Very Good,23900,"Item specifics
Condition:
Very Good - Refurbished:
Seller Notes:
“This Apple iPhone X 64GB Factory Unlocked Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone X 64GB Factory Unlocked Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”
Brand:
Apple
Model:
iPhone X
Storage Capacity:
64GB
Network:
Factory Unlocked
Camera Resolution:
12MP
Screen Size:
5.8""
Operating System:
iOS
Lock Status:
Network Unlocked
RAM:
3GB
Contract:
Without Contract
Model Number:
A1901
Style:
Smartphone
Cellular Band:
GSM",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d66dcce5e16ad160ea1
Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon Metro (N),23900,"Item specifics
Condition:
Open box:
An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitions
opens in a new window or tab
Seller Notes:
“Choose your Color and Network from the dropdown boxes. Detailed grade information is below. we offer a no-risk 30-day warranty! Trusted Seller. See Our Ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. Then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. Please Message us with any questions you may have.””””
Camera Resolution:
12.0MP
Model:
Apple iPhone 8
Country/Region of Manufacture:
China
Operating System:
iOS
Contract:
Without Contract
Style:
Smartphone
Custom Bundle:
No
Cellular Band:
CDMA / GSM
Connectivity:
2G, 3G, 4G, 4G+, Bluetooth, DLNA, Dual-Band, GPRS, GPS, HDMI Micro, Infrared
Features:
3G Data Capable, 4G Data Capable, 3D Depth Camera, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, ANT+, Barometer, Bluetooth Enabled, Camera
Model Number:
A1863 (CDMA + GSM), A1897 (GSM), A1905 (GSM)
RAM:
2 GB
Lock Status:
Factory Unlocked
MPN:
A1863 (CDMA + GSM)
Modified Item:
No
Manufacturer Color:
multicolor
Non-Domestic Product:
No
Variant::
CDMA + GSM
Storage Capacity:
64 GB / 256 GB
Chipset Model:
Apple A11 Bionic
SIM Card Slot:
Single SIM
Brand:
Apple
Memory Card Type:
Built-in Memory
Manufacturer Warranty:
1 Month
Processor:
Hexa Core
Screen Size:
4.7 in",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d66bba4af3a10f95cc2
Google Pixel 3a 64GB Unlocked T-Mobile AT&T Verizon Smartphone,23900,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Pixel 3a Unlocked edition, google edition, factory unlocked”
Model:
Google Pixel 3a
Operating System:
Android
Contract:
Without Contract
Connectivity:
3G, 4G, Bluetooth, NFC, USB Type-C, Wi-Fi
Features:
4G Data Capable, Bluetooth Enabled, Color Screen, NFC Connectivity, OLED Display, Proximity Sensor, Rear Camera, Wireless Charging
RAM:
4 GB
Lock Status:
Factory Unlocked
Network:
Unlocked
Storage Capacity:
64 GB
SIM Card Slot:
Single SIM
Brand:
Google
Processor:
Octa Core",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d661f0ebf2d5da295aa
Samsung Galaxy S9 G960U AT&T T-Mobile Cricket Verizon Straight Talk Unlocked (N),23900,"Item specifics
Condition:
Open box:
An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitions
opens in a new window or tab
Seller Notes:
“Certified Seller. Unlocked Samsung Galaxy S9. Open Box Condition - See the below description for more details. Choose Your Color. Includes our no-risk 30-Day Cash Back Warranty. Every phone is fully tested by our team of certified professional mobile phone technicians. Please message with any questions you may have! Each phone comes with a brand new Fast Charge Charger.””
Camera Resolution:
12+ megapixel
Model:
Samsung Galaxy S9
Operating System:
Android
Contract:
Without Contract
Style:
Smartphone
Custom Bundle:
No
Cellular Band:
GSM + CDMA
Connectivity:
2G, 3G, 4G, 4G+, Bluetooth, DLNA, Dual-Band, GPRS, GPS
Features:
3G Data Capable, 4G Data Capable, 3D Depth Camera, 3D Depth Sensor, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, ANT+
Model Number:
SM-G960U1, SM-G960U
RAM:
4 GB
Lock Status:
Factory Unlocked
MPN:
SM-G960UZPASPR, SM-G960UZKASPR, SM-G960UZBASPR, SM-G960UZBAVZW, SM-G960UZKAVZW, SM-G960UZPAVZW
Network:
AT&T, Boost Mobile, Cricket Wireless, Metro, Straight Talk, T-Mobile, TracFone, Unlocked, Verizon
Modified Item:
No
Non-Domestic Product:
No
Manufacturer Color:
midnight black
Storage Capacity:
64 GB
SIM Card Slot:
Single SIM
Brand:
Samsung
Memory Card Type:
MicroSD
Processor:
2.8 GHz Qualcomm Snapdragon 845
Screen Size:
5.8 in",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d664a7597952d779596
Samsung Galaxy A52 A526U 128GB Unlocked Smartphone Brand New,23900,"Item specifics
Condition:
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition
Brand:
Samsung
Model:
Galaxy A52 5G
Network:
Unlocked
Operating System:
Android
Contract:
Without Contract
MPN:
A526U
Style:
Bar",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d6660d07c52eed62130
Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Very,23900,"Item specifics
Condition:
Very Good - Refurbished:
Seller Notes:
“This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”
Brand:
Apple
Model:
iPhone XR
Storage Capacity:
64GB
Network:
Factory Unlocked
Camera Resolution:
12MP
Screen Size:
6.1""
Operating System:
iOS
Lock Status:
Network Unlocked
RAM:
3GB
Contract:
Without Contract
Model Number:
A1984
MPN:
MRYR2LL/A
Style:
Smartphone",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d6627e11c50f2f3f4df
LG V60 ThinQ 5G LMV600TM -128GB Blue - GSM Unlocked Android Phone,23900,"About this product
Product Identifiers
Brand
LG
MPN
LMV600TMLATMOCB, LMV600TM.LATMOCB
UPC
0610214663801
Model
LG V60 ThinQ 5G
eBay Product ID (ePID)
17037601713
Product Key Features
SIM Card Slot
Single SIM
Network
T-Mobile
Operating System
Android
Storage Capacity
128 GB
Color
Blue
Model Number
LMV600TM
Connectivity
USB Type-C, 5G, NFC
Processor
Octa Core
Style
Bar
Features
8K Video Recording, LG Dual Screen, High Capacity Battery (5000 mAh or More), Ultra Wide-Angle Camera, Dual Rear Cameras, OLED Display, Fast Charging, Wireless Charging
Camera Resolution
13.0 MP, 64.0 MP
Screen Size
6.8 in
Memory Card Type
MicroSD
RAM
8 GB
Additional Product Features
Manufacturer Color
Classy Blue",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d6665600cca0c71b770
Samsung Galaxy S9 G960U 64GB AT&T Sprint T-Mobile Verizon Carrier Unlocked,23900,"About this product
Product Identifiers
Brand
Samsung
MPN
SM-G960UZPAVZW
GTIN
0887276256054
UPC
0887276256054, 0763175479957
Model
Samsung Galaxy S9
eBay Product ID (ePID)
243389283
Product Key Features
SIM Card Slot
Single SIM
Network
Verizon
Operating System
Android
Storage Capacity
64 GB
Color
Purple
Model Number
SM-G960U
Connectivity
USB Type-C, Bluetooth, Wi-Fi, NFC
Processor
Octa Core
Lock Status
Network Locked
Style
Bar
Camera Resolution
12.0 MP
Screen Size
5.8 in
Memory Card Type
MicroSD
RAM
4 GB
Additional Product Features
Display Technology
Super Amoled
Manufacturer Color
Lilac Purple
Battery Capacity
3000mAh
Supported Flash Memory Cards
microSD
Family Line
Samsung Galaxy S9
Type
Smartphone
Network Generation
4G, 3G, 2G",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d6655130bd05e4bcdc5
Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Very Good,12900,"Item specifics
Condition:
Very Good - Refurbished:
Seller Notes:
“This iPhone 11 is in Very Good condition and has been determined fully functional by our industry-leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This iPhone 11 is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”
Brand:
Apple
Model:
iPhone 11
Storage Capacity:
64GB
Network:
Factory Unlocked
Camera Resolution:
12MP
Screen Size:
6.1""
Operating System:
iOS
Lock Status:
Network Unlocked
RAM:
4GB
Contract:
Without Contract
Model Number:
A2111
Style:
Smartphone",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d664b9a8ac86f4719a2
Samsung Galaxy S10 Black 128GB Sprint AT&T T-Mobile Verizon Factory Unlocked,12900,"Item specifics
Condition:
Open box:
An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitions
opens in a new window or tab
Seller Notes:
“We're a Samsung Certified USA Seller. Open Box Condition - Unlocked - Prism Black 128GB Samsung Galaxy S10. Fully Tested, Clean ESN/IMEI Verified, and Ready for Activation. Choose your Network from the selection boxes - See the below description for more details. Each phone comes in a new box with a brand new Fast Charge Charger and a sim tray removal tool. Includes our no-risk 30-Day Cash Back Warranty. Every phone is fully tested by one of our professionally certified mobile phone technicians to guarantee they're 100% fully functional and operating just like new. Please, check our store ratings to see what our customers have to say about us and our products! Feel free to message with any questions!”
Camera Resolution:
16.0 MP
Model:
Samsung Galaxy S10
Country/Region of Manufacture:
Vietnam
Operating System:
Android
Contract:
Without Contract
Style:
Bar
Custom Bundle:
Yes
Cellular Band:
GSM + CDMA 4G LTE Unlocked
Connectivity:
2G, 3G, 4G, 4G+, 5G, Bluetooth, DLNA, Dual-Band, GPRS, GPS, LTE, NFC, USB Type-C, WAP, Wi-Fi
Features:
4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, ANT+, Camera, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Global Ready, MMS (Multimedia Messaging), Speakerphone, Video Calling, Water-Resistant, Wi-Fi Capable
Model Number:
SM-G973U
RAM:
8 GB
Color:
Black
Lock Status:
Factory Unlocked
MPN:
SM-G973U
Manufacturer Color:
Prism Black
Storage Capacity:
128 GB
Chipset Model:
Qualcomm Snapdragon 855
SIM Card Slot:
Single SIM
Brand:
Samsung
Memory Card Type:
microSDXC
Manufacturer Warranty:
1 month
Processor:
Octa Core
Screen Size:
6.1 in
Bundle Description:
See below description under ""What's Included with your S10?"" for details.",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d6617b84deca1ca7796
LG G7 ThinQ G710 64GB Gray (T-Mobile AT&T Unlocked) C Stock,12900,"Item specifics
Condition:
Used:
An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitions
opens in a new window or tab
Seller Notes:
“Unlocked. it will work all gsm network. it wont work on Verizon or Sprint”
Model:
LG G7 ThinQ
Color:
Gray
Network:
AT&T, T-Mobile, Unlocked
Storage Capacity:
64 GB
Brand:
T-Mobile",6261455381bf2a3686a48948,"Bhaktapur, Thimi",Apple,mobiles,08/04/2021 16:50,https://res.cloudinary.com/xchange01/image/upload/v1651846090/DEV/1651846085543.jpg,62627d66aaa1406a3d901be5
